title,price_raw,price_num,rating_raw,rating_num,reviews_raw,reviews_num,paint_type,base_type,availability,availability_flag,brand,category,url,scrape_date
"Rust-Oleum Simply Home Interior Wall Paint 339521 - Eggshell Dove Gray, 1 Gallon",$40.58,40.58,3.4 out of 5 stars,3.4,(7),7.0,Wall Paint,Unknown,In Stock,True,Visit the Rust-Oleum Store,Tools & Home Improvement,https://www.amazon.com/Rust-Oleum-Simply-Interior-Paint-339521/dp/B07PX8BLFZ/ref=sr_1_15?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-15,2026-04-05
"Rust-Oleum 2-Pack of 1 Qt 267332 Canyon Black Painter's Touch 2X Ultra Cover Premium Latex Paint, Satin",$30.50,30.5,Previous set of slides,,,,Wall Paint,Unknown,Only 11 left in stock - order soon.,False,Visit the Rust-Oleum Store,Tools & Home Improvement,https://www.amazon.com/Rust-Oleum-2-Pack-267332-Painters-Premium/dp/B0DFQKNGF2/ref=sr_1_16?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-16,2026-04-05
"Wall Textured Paint, Includes Roller Brush, Create Variety of Unique Texture Patterns,Cover up Wall Surface Defects, Suitable for both Indoor and Outdoor (Yellow)",$49.99,49.99,4.6 out of 5 stars,4.6,(7),7.0,Wall Paint,Unknown,Only 9 left in stock - order soon.,False,Brand: SoulideDur,"Arts, Crafts & Sewing",https://www.amazon.com/Textured-Variety-Texture-Patterns-Suitable/dp/B0G35JV2WB/ref=sr_1_17?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-17,2026-04-05
"Zinsser 396242 WaterTite Damp Wall Primer | Direct Use On Damp Concrete Walls | Protection Against Water Leaks, Seepage and Dampness | Quart | White",$25.99,25.99,Previous set of slides,,,,Wall Paint,Unknown,Only 8 left in stock (more on the way).,False,Brand: Zinsser,Tools & Home Improvement,https://www.amazon.com/Zinsser-396242-WaterTite-Concrete-Protection/dp/B0GLNVQN4Q/ref=sr_1_18?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-18,2026-04-05
"Diamond Brite Paint Oil-Based Enamel Paint 32100-1, High-Hiding Gloss Finish, Interior/Exterior Durable Coating, Multi-Surface Use (Metal, Wood, Masonry), Black, 1 Gallon (128 fl oz)",$49.40,49.4,4.4 out of 5 stars,4.4,(504),504.0,Wall Paint,Oil-Based,In Stock,True,Brand: Diamond Brite Paint,Tools & Home Improvement,https://www.amazon.com/Diamond-Brite-Paint-Gallon-32100-1/dp/B09QNSD58C/ref=sr_1_19?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-19,2026-04-05
Paint Factory Metallic Paint Bright Silver 300ml,$15.97,15.97,4.2 out of 5 stars,4.2,(491),491.0,Wall Paint,Unknown,Only 9 left in stock - order soon.,False,Brand: Rapide,Tools & Home Improvement,https://www.amazon.com/Paint-Factory-Metallic-Bright-Silver/dp/B07WGV7243/ref=sr_1_20?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-20,2026-04-05
"NADAMOO Black Multi Surface Touch Up Paint, Interior and Exterior House Appliance Paint for Cabinet, Wall, Door, Furniture, Windows, Shutter and Trim",$9.79,9.79,4.1 out of 5 stars,4.1,(394),394.0,Wall Paint,Unknown,In Stock,True,Visit the NADAMOO Store,Tools & Home Improvement,https://www.amazon.com/NADAMOO-Interior-Exterior-Appliance-Furniture/dp/B0BG77RKDV/ref=sr_1_21?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-21,2026-04-05
"Rust-Oleum Corporation 01008 Primer Spray, 13-Ounce, White",$16.89,16.89,4.4 out of 5 stars,4.4,(481),481.0,Wall Paint,Unknown,In Stock,True,Visit the Zinsser Store,Tools & Home Improvement,https://www.amazon.com/Rust-Oleum-Corporation-01008-Primer-13-Ounce/dp/B000ZYND0A/ref=sr_1_22?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-22,2026-04-05
"Zinsser 3608 Cover Stain Oil Base Primer Spray, 13 oz, White",$7.97,7.97,4.6 out of 5 stars,4.6,(610),610.0,Wall Paint,Unknown,In Stock,True,Visit the Zinsser Store,Tools & Home Improvement,https://www.amazon.com/Zinsser-Cover-Stain-Primer-Spray/dp/B0009XCG3W/ref=sr_1_23?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-23,2026-04-05
"All In One Paint, Off White (Snowdrift), Pint (16oz), ‎Matte, no Sanding, for Refinishing Furniture, Cabinets",$26.99,26.99,4.4 out of 5 stars,4.4,(38),38.0,Wall Paint,Unknown,Only 6 left in stock - order soon.,False,Visit the Oslo Home Store,Tools & Home Improvement,https://www.amazon.com/Oslo-Home-Snowdrift-Refinishing-Furniture/dp/B0CCXWK4PG/ref=sr_1_24?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-24,2026-04-05
"qt Zinsser 249727 White Zinsser, Smart Prime Water-Based Interior/Exterior Primer/Sealer",$15.39,15.39,4.3 out of 5 stars,4.3,(411),411.0,Wall Paint,Water-Based,In Stock,True,Brand: Zinsser,Tools & Home Improvement,https://www.amazon.com/ZINSSER-249727-Water-Based-Interior-Exterior/dp/B004QAVHWA/ref=sr_1_25?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-25,2026-04-05
"Pond Armor SKU-GRAY-QT-R Non-Toxic Pond Shield Epoxy Paint, 1.5-Quart, Gray",$51.67,51.67,4.4 out of 5 stars,4.4,(314),314.0,Wall Paint,Unknown,In Stock,True,Brand: Pond Shield,"Patio, Lawn & Garden",https://www.amazon.com/Pond-Armor-SKU-GRAY-QT-R-Non-Toxic-1-5-Quart/dp/B00D31C6U0/ref=sr_1_26?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-26,2026-04-05
Rustins All Surface All Purpose Paint White 250ml,$10.00,10.0,4.4 out of 5 stars,4.4,"(1,388)",1388.0,Wall Paint,Unknown,In Stock,True,Visit the Rustins Store,Tools & Home Improvement,https://www.amazon.com/Rustins-ASAP-Paint-White-250ml/dp/B01A5YO2BI/ref=sr_1_27?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-27,2026-04-05
"qt Zinsser 03504 White Zinsser, Cover-Stain Oil-Based Stain Blocker, 450 VOC",$14.99,14.99,4.5 out of 5 stars,4.5,(482),482.0,Wall Paint,Oil-Based,In Stock,True,Brand: Zinsser,Tools & Home Improvement,https://www.amazon.com/Zinsser-03504-Cover-Stain-Oil-Based-Blocker/dp/B000BZX6B4/ref=sr_1_28?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-28,2026-04-05
"Zinsser 5001 WaterTite Professional Waterproofing Paint, Gallon, White",$55.78,55.78,5.0 out of 5 stars,5.0,(2),2.0,Wall Paint,Unknown,Usually ships within 2 to 3 days,False,Brand: Zinsser,Tools & Home Improvement,https://www.amazon.com/Zinsser-5001-WaterTite-Professional-Waterproofing/dp/B0DW5PCF1W/ref=sr_1_29?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-29,2026-04-05
"Rust-Oleum 239073 Stops Rust Hammered Finish Paint, Quart, Brown",$23.99,23.99,4.6 out of 5 stars,4.6,"(3,399)",3399.0,Wall Paint,Unknown,In Stock,True,Visit the Rust-Oleum Store,Tools & Home Improvement,https://www.amazon.com/Rust-Oleum-239073-Hammered-1-Quart-Packaging/dp/B000KESBIO/ref=sr_1_30?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-30,2026-04-05
"1/2 Gallon (67 oz) Gold Acrylic Paint Metallic，Extra-Large 2 Quarts Gold Leaf Paint for Art Painting, Hand-crafts, Non-Toxic, Non-Fading for Canvas, Wood, Fabric, Ceramic, Stone",$29.99,29.99,4.5 out of 5 stars,4.5,(114),114.0,Wall Paint,Unknown,Only 20 left in stock - order soon.,False,Brand: Snailmart,"Arts, Crafts & Sewing",https://www.amazon.com/Snailmart-Metallic%EF%BC%8CExtra-Large-Hand-crafts-Non-Toxic-Non-Fading/dp/B0FX5KJC3C/ref=sr_1_31?crid=3E1E8K8OO4Q80&dib=eyJ2IjoiMSJ9.isAICfpjqkN2shfHOMoSgMzAAN825HFEteXtjJEOII0-qNgmMV8G08k1wQeijyVbsH3ikotmn0RbHRoV0iKwVWl-jiHXGR-l7E5px6H8C23-KI_JorN86NzB1PXJ1jY2VpUhVrZDYo4cp7j83USrxiF-l-tecmxwdi7KjnfZjkLNuHahdMl0NVgSoZ3imIiBYEo-1X7HAD4O1VMS1jMj1apvVfl9pRr3bu6h8ojyJgfbeVTFIy64GSbTx5IStdfxYRpje7YJ94zQ6CTB2GdI27PtwWRotTaQSs2_IwiVOLs.CGlPMCG5ePs2cu0UFvGr3CmAu89u7pXT0Z6sffNo-c8&dib_tag=se&keywords=wall+paint&qid=1775413284&refinements=p_n_feature_three_browse-bin%3A17870886011%2Cp_n_feature_twelve_browse-bin%3A12897841%7C12897931&rnid=2246753011&sprefix=wall+paint%2Caps%2C625&sr=8-31,2026-04-05
